scenario,intensity,replicate,min_shelf_reroute,min_shelf_expedite,carbon_per_km,baseline_waste,agri_waste,delta_waste,avg_tempC,anomaly_points,mean_carbon,slca_proxy,mix_std,mix_reroute,mix_expedite,service_level
climate_shock,1.0,5,0.7,0.5,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,6,0.7,0.5,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,7,0.7,0.5,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,8,0.7,0.5,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,9,0.7,0.5,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,0,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,1,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,2,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,3,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,4,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,5,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,6,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,7,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,8,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,9,0.7,0.6,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,0,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,1,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,2,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,3,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,4,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,5,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,6,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,7,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,8,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,9,0.8,0.4,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,0,0.8,0.5,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
climate_shock,1.0,1,0.8,0.5,0.12,0.0,0.0,0.0,7.565520833333333,18,38.385000000000005,0.722621671423926,0.9375,0.0625,0.0,0.7069869614512472
